step,t,tau,E,Omega,w_inf,phi_prime,czeta_count,wall_s
49,0.4994044115214526,0.29400000000000015,0.06892986227423846,4.411506753922816,4.247108890284444,1.8531333435369899,0,3.7454049587249756
50,0.5105645703403159,0.30000000000000016,0.07096903670536034,4.542013069223751,4.308340744703423,1.8600264698105498,0,3.832571268081665
51,0.5217662337639961,0.30600000000000016,0.0730287109363321,4.6738314069073015,4.3693105019051695,1.866943903946703,0,3.9140543937683105
52,0.5330095465290285,0.31200000000000017,0.07510854042406691,4.806939714128843,4.430019158522355,1.8738854608387365,0,3.9829704761505127
53,0.5442946522707233,0.31800000000000017,0.07720818506456956,4.9413162223059635,4.490467734703919,1.8808509569491125,0,4.0464043617248535
54,0.5556216935319694,0.3240000000000002,0.07932730915333783,5.076939444569206,4.5506572720157585,1.8878402102076983,0,4.139797687530518
55,0.5669908117715019,0.3300000000000002,0.08146558134556463,5.213788173201666,4.610588831530677,1.8948530399220824,0,4.2079384326934814
56,0.5784021473716934,0.3360000000000002,0.08362267461616298,5.35184147706869,4.670263492086999,1.9018892666985832,0,4.269673824310303
57,0.5898558396459296,0.3420000000000002,0.0857982662196356,5.491078699038861,4.729682348697625,1.9089487123727014,0,4.349207401275635
58,0.6013520268456173,0.3480000000000002,0.0879920376498102,5.631479453397498,4.788846511093653,1.916031199947943,0,4.412783622741699
59,0.6128908461668695,0.3540000000000002,0.09020367459945997,5.7730236232537795,4.847757102388454,1.9231365535420426,0,4.493808746337891
60,0.6244724337569081,0.3600000000000002,0.09243286691982965,5.915691357942704,4.906415257849869,1.9302645983397586,0,4.582666873931885
61,0.636096924720217,0.3660000000000002,0.09467930858008607,6.059463070422939,4.964822123769572,1.9374151605514713,0,4.667653560638428
62,0.6477644531244786,0.3720000000000002,0.0969426976267107,6.204319434671682,5.022978856419901,1.9445880673769373,0,4.757456064224243
63,0.6594751520063202,0.3780000000000002,0.09922273614285333,6.350241383077603,5.080886621089643,1.9517831469736113,0,4.826493263244629
64,0.6712291533768944,0.38400000000000023,0.10151913020766293,6.497210103832887,5.1385465911911785,1.959000228429023,0,4.894741058349609
65,0.6830265882273148,0.39000000000000024,0.10383158985561307,6.645207038325394,5.195959947432207,1.9662391417367355,0,4.985478162765503
66,0.6948675865339677,0.39600000000000024,0.10615982903583779,6.794213878531918,5.253127877046116,1.9734997177754934,0,5.048715353012085
67,0.7067522772637149,0.40200000000000025,0.1085035655714935,6.944212564413506,5.310051573075658,1.9807817882911951,0,5.1448705196380615
68,0.7186807883790031,0.40800000000000025,0.11086252111916192,7.095185281313727,5.366732233705133,1.9880851858813609,0,5.217619895935059
69,0.7306533303250898,0.41400000000000026,0.11323642112830869,7.247114457360845,5.423277889435901,1.995423657681121,0,5.294989109039307
70,0.7426700336112974,0.42000000000000026,0.11562497806448127,7.399981689752379,5.479587171457657,2.0027838810345853,0,5.382216453552246
71,0.7547310218686818,0.42600000000000027,0.11802792369192172,7.553769810833885,5.535653765236647,2.01016470956408,0,5.461688756942749
72,0.7668364177929696,0.4320000000000003,0.12044499462980904,7.708461963698785,5.5914790091547015,2.0175659873813143,0,5.525588035583496
73,0.7789863431463054,0.4380000000000003,0.12287593113533322,7.864041524303074,5.6470642370524935,2.0249875588892934,0,5.615392208099365
74,0.7911809187592078,0.4440000000000003,0.12532047706342814,8.020492098886173,5.702410778292371,2.03242926881706,0,5.69254207611084
75,0.8034202645327198,0.4500000000000003,0.1277783798266346,8.177797521400285,5.757519957802672,2.0398909622519845,0,5.763859272003174
76,0.8157044994407384,0.4560000000000003,0.13024939035510663,8.335941850949034,5.812393096105843,2.0473724846697823,0,5.82797384262085
77,0.8280337415325132,0.4620000000000003,0.13273326305677133,8.494909369236117,5.867031509332456,2.0548736819624565,0,5.91150426864624
78,0.8404081079352991,0.4680000000000003,0.13522975577765362,8.6546845780246,5.9214365092230254,2.062394400464315,0,5.987155199050903
79,0.8528277148571564,0.4740000000000003,0.13773862976237608,8.815252196607553,5.975609403119238,2.069934486976219,0,6.067112684249878
80,0.8652926775898855,0.4800000000000003,0.14025964961484363,8.976597159290618,6.029551493946104,2.0774937887881832,0,6.130313873291016
81,0.8778031105120884,0.4860000000000003,0.14279258325912303,9.138704612887121,6.083264080186385,2.0850721537004793,0,6.209638357162476
82,0.8903591270923482,0.4920000000000003,0.1453372019005253,9.301559914226285,6.136748455848402,2.0926694300433066,0,6.296956777572632
83,0.9029608398925194,0.49800000000000033,0.14789327998690044,9.465148627675076,6.190005910428368,2.1002854666951944,0,6.368677854537964
84,0.9156083605711204,0.5040000000000003,0.15046059517015192,9.629456522674237,6.243037728868082,2.107920113100169,0,6.447587013244629
85,0.9283017998868233,0.5100000000000003,0.15303892826797924,9.794469571288921,6.29584519150889,2.115573219283812,0,6.511124610900879
86,0.9410412677020329,0.5160000000000003,0.15562806322585548,9.960173945774478,6.34842957404261,2.123244635868267,0,6.590350151062012
87,0.9538268729865506,0.5220000000000004,0.15822778707924656,10.126556016157739,6.400792147460079,2.1309342140862766,0,6.653445243835449
88,0.9666587238213163,0.5280000000000004,0.16083788991607928,10.293602347834284,6.452934177997897,2.1386418057943013,0,6.717055320739746
89,0.9795369274022252,0.5340000000000004,0.16345816483946446,10.461299699182078,6.504856927083898,2.1463672634848048,0,6.780726194381714
90,0.9924615900440116,0.5400000000000004,0.1660884079306798,10.62963501919178,6.556561651281774,2.1541104402977274,0,6.860179662704468
91,1.0054328171841989,0.5460000000000004,0.16872841821241935,10.798595445114138,6.608049602235257,2.161871190031225,0,6.923639535903931
92,1.018450713387109,0.5520000000000004,0.17137799761231365,10.968168300124777,6.659322026612191,2.1696493671517088,0,7.004877090454102
93,1.0315153823479284,0.5580000000000004,0.17403695092672647,11.138341091006675,6.71038016604887,2.1774448268032276,0,7.082305192947388
94,1.0446269268968258,0.5640000000000004,0.17670508578483107,11.309101505850622,6.761225257094783,2.185257424816236,0,7.146295547485352
95,1.0577854490031204,0.5700000000000004,0.1793822126129718,11.480437411773904,6.811858531158112,2.193087017715774,0,7.209587574005127
96,1.070991049779495,0.5760000000000004,0.1820681445993139,11.652336852657507,6.862281214452141,2.2009334627291115,0,7.2728095054626465
97,1.0842438294862522,0.5820000000000004,0.18476269765878514,11.824788046902007,6.91249452794273,2.20879661779287,0,7.360098361968994
98,1.09754388753561,0.5880000000000004,0.1874656903983133,11.997779385202413,6.9624996872970275,2.21667634155965,0,7.448150873184204
99,1.1108913224960353,0.5940000000000004,0.19017694408236205,12.171299428342136,7.012297902833557,2.224572493404207,0,7.52727198600769
100,1.1242862320966103,0.6000000000000004,0.19289628259876748,12.345336905006219,7.061890379473744,2.2324849334291827,0,7.62318754196167
101,1.1377287132314329,0.6060000000000004,0.19562353242487943,12.519880709614085,7.111278316695031,2.2404135224704205,0,7.71320652961731
102,1.1512188619640442,0.6120000000000004,0.198358522594008,12.694919900171845,7.160462908485576,2.2483581221018927,0,7.7983527183532715
103,1.1647567735318858,0.6180000000000004,0.2011010846621787,12.870443696144374,7.2094453433007,2.256318594640244,0,7.888399362564087
104,1.1783425423507796,0.6240000000000004,0.2038510526751976,13.046441476347228,7.2582268040210005,2.2642948031489865,0,7.973010063171387
105,1.1919762620194336,0.6300000000000004,0.20660826313602795,13.222902776858533,7.306808467912313,2.272286611442351,0,8.052291631698608
106,1.2056580253239664,0.6360000000000005,0.20937255497247997,13.399817288950901,7.355191506587406,2.2802938840888074,0,8.13493800163269
107,1.2193879242424521,0.6420000000000005,0.21214376950521505,13.577174857043504,7.403377085969532,2.2883164864142906,0,8.240686178207397
108,1.2331660499494828,0.6480000000000005,0.21492175041606496,13.754965476674316,7.451366366257797,2.29635428450512,0,8.357031106948853
109,1.2469924928207465,0.6540000000000005,0.21770634371666725,13.93317929249259,7.499160501894354,2.3044071452106363,0,8.464220523834229
110,1.26086734243762,0.6600000000000005,0.220497397717418,14.111806596271665,7.5467606415334405,2.3124749361455756,0,8.54143500328064
111,1.274790687591773,0.6660000000000005,0.22329476299674075,14.29083782494202,7.594167928012218,2.320557525692172,0,8.669700384140015
112,1.2887626162897852,0.6720000000000005,0.22609829237067447,14.470263558644744,7.641383498323439,2.3286547830020288,0,8.753423690795898
113,1.3027832157577717,0.6780000000000005,0.2289078408627778,14.650074518805269,7.688408483589892,2.3367665779977362,0,8.831741333007812
114,1.3168525724460174,0.6840000000000005,0.2317232656743523,14.830261566227522,7.735244009040637,2.344892781374269,0,8.921646118164062
115,1.3309707720336184,0.6900000000000005,0.2345444261549826,15.010815699208356,7.781891193988974,2.3530332646001613,0,9.017513513565063
116,1.3451378994331293,0.6960000000000005,0.23737118377339422,15.191728051672346,7.8283511518121545,2.3611878999184785,0,9.12921690940857
117,1.3593540387952148,0.7020000000000005,0.24020340208862817,15.372989891326812,7.874624989932767,2.3693565603475704,0,9.226094961166382
118,1.3736192735133046,0.7080000000000005,0.243040946721532,15.554592617837184,7.9207138098018195,2.377539119681651,0,9.335970878601074
119,1.3879336862282516,0.7140000000000005,0.2458836853265666,15.736527761022492,7.966618706883457,2.385735452491173,0,9.460339069366455
120,1.40229735883299,0.7200000000000005,0.24873148756392816,15.918786979071086,8.012340770641245,2.3939454341230317,0,9.584532976150513
121,1.4167103724771934,0.7260000000000005,0.2515842250719835,16.101362056776416,8.057881084526088,2.4021689407005913,0,9.686512231826782
122,1.4311728075719348,0.7320000000000005,0.25444177144001967,16.284244903792874,8.103240725965644,2.4104058491235514,0,9.785103559494019
123,1.4456847437943405,0.7380000000000005,0.25730400218130345,16.467427552911577,8.148420766355246,2.418656037067637,0,9.877861976623535
124,1.4602462600922455,0.7440000000000005,0.26017079470645416,16.650902158356114,8.193422271050304,2.4269193829841536,0,9.989411354064941
125,1.4748574346888417,0.7500000000000006,0.26304202829712375,16.834660994097966,8.238246299360151,2.435195766099379,0,10.116353750228882
126,1.4895183450873246,0.7560000000000006,0.26591758407998606,17.018696452191794,8.282893904543247,2.44348506641381,0,10.211368560791016
127,1.5042290680755324,0.7620000000000006,0.2687973450010319,17.203001041130243,8.32736613380379,2.4517871647012894,0,10.314377784729004
128,1.5189896797305802,0.7680000000000006,0.27168119580017003,17.387567384218308,8.371664028289613,2.4601019425079675,0,10.403746128082275
129,1.533800255423487,0.7740000000000006,0.27456902298613084,17.57238821796714,8.41578862309139,2.468429282151166,0,10.5096755027771
130,1.5486608698237956,0.7800000000000006,0.27746071481167195,17.75745639050712,8.45974094724311,2.4767690667180995,0,10.604015350341797
131,1.5635715969041826,0.7860000000000006,0.28035616124908314,17.94276486002014,8.50352202372374,2.4851211800644837,0,10.689812660217285
132,1.5785325099450607,0.7920000000000006,0.2832552539659906,18.128306693191007,8.54713286946006,2.493485506813018,0,10.767645120620728
133,1.5935436815391713,0.7980000000000006,0.28615788630145617,18.314075063677723,8.590574495330724,2.5018619323517797,0,10.854814529418945
134,1.608605183596166,0.8040000000000006,0.28906395324237116,18.500063250600682,8.63384790617132,2.5102503428324843,0,10.943812608718872
135,1.623717087347178,0.8100000000000006,0.2919733514001428,18.6862646370505,8.67695410078061,2.5186506251686605,0,11.02128529548645
136,1.6388794633493804,0.8160000000000006,0.2948859789876698,18.872672708614466,8.719894071927754,2.5270626670337126,0,11.116079568862915
137,1.654092381490534,0.8220000000000006,0.2978017357966074,19.059281051921417,8.762668806360589,2.5354863568589097,0,11.211320638656616
138,1.6693559109935214,0.8280000000000006,0.3007205231749169,19.24608335320488,8.805279284814832,2.5439215838312417,0,11.306660413742065
139,1.684670120420869,0.8340000000000006,0.3036422440046997,19.43307339688441,8.847726482024326,2.552368237891238,0,11.390383243560791
140,1.7000350776792528,0.8400000000000006,0.3065668026803126,19.620245064164926,8.890011366732086,2.560826209730653,0,11.46559190750122
141,1.7154508500239933,0.8460000000000006,0.3094941050867624,19.807592331653943,8.93213490170233,2.569295390790104,0,11.560975551605225
142,1.730917504063533,0.8520000000000006,0.31242405857837696,19.995109269996465,8.974098043733312,2.577775673256605,0,11.6646249294281
143,1.7464351057638992,0.8580000000000007,0.31535657195775146,20.182790042527532,9.015901743671018,2.5862669500610442,0,11.750930547714233
144,1.7620037204531527,0.8640000000000007,0.31829155545496624,20.370628903942116,9.05754694642362,2.5947691148755747,0,11.830284357070923
145,1.7776234128258184,0.8700000000000007,0.3212289207070751,20.558620198982332,9.099034590976727,2.6032820621109365,0,11.940107345581055
146,1.7932942469473008,0.8760000000000007,0.32416858073786003,20.746758361141747,9.140365610409399,2.6118056869137223,0,12.036317586898804
147,1.8090162862582821,0.8820000000000007,0.3271104499378524,20.935037911386658,9.18154093191079,2.6203398851635544,0,12.12936520576477
148,1.8247895935791036,0.8880000000000007,0.33005444404461465,21.12345345689415,9.222561476797623,2.6288845534702374,0,12.240049839019775
149,1.8406142311141285,0.8940000000000007,0.3330004801232842,21.311999689806818,9.263428160532177,2.6374395891708056,0,12.321628332138062
150,1.8564902604560878,0.9000000000000007,0.3359484765473729,21.50067138600396,9.304141892741015,2.6460048903265494,0,12.415839195251465
151,1.8724177425904076,0.9060000000000007,0.33889835297982374,21.68946340388915,9.344703577234261,2.654580355719966,0,12.537697553634644
152,1.8883967378995177,0.9120000000000007,0.3418500303543175,21.878370683193847,9.385114112025548,2.6631658848516757,0,12.636021375656128
153,1.9044273061671413,0.9180000000000007,0.3448034308568314,22.067388243797147,9.42537438935241,2.6717613779372607,0,12.73181414604187
154,1.920509506582566,0.9240000000000007,0.3477584779074451,22.25651118456131,9.465485295697352,2.6803667359040952,0,12.827369451522827
155,1.9366433977448945,0.9300000000000007,0.3507150961423905,22.44573468218297,9.505447711809316,2.688981860388083,0,12.90744137763977
156,1.9528290376672768,0.9360000000000007,0.35367321139634533,22.635053990059845,9.54526251272575,2.697606653730396,0,12.986952066421509
157,1.9690664837811216,0.9420000000000007,0.3566327506849654,22.824464437172843,9.58493056779509,2.706241018974142,0,13.088061332702637
158,1.9853557929402876,0.9480000000000007,0.3595936421876552,23.013961426983336,9.624452740699699,2.7148848598609985,0,13.161897420883179
159,2.0016970214252545,0.9540000000000007,0.36255581523057284,23.20354043634545,9.663829889479297,2.7235380808278253,0,13.243754863739014
160,2.0180902249472736,0.9600000000000007,0.36551920026986706,23.393197014433234,9.70306286655474,2.7322005870032147,0,13.325480937957764
161,2.0345354586524977,0.9660000000000007,0.3684837288751445,23.58292678168253,9.742152518752246,2.740872284204031,0,13.408580541610718
162,2.051032777126089,0.9720000000000008,0.37144933371316324,23.77272542874738,9.781099687327988,2.749553078931906,0,13.48018741607666
163,2.067582234396307,0.9780000000000008,0.37441594853175253,23.9625887154708,9.819905207993022,2.7582428783697033,0,13.575302600860596
164,2.0841838839385747,0.9840000000000008,0.37738350814395244,24.1525124698698,9.858569910938616,2.7669415903779693,0,13.663310527801514
165,2.1008377786795225,0.9900000000000008,0.38035194841237474,24.342492587134426,9.897094620861827,2.7756491234913296,0,13.750726699829102
166,2.117543971001012,0.9960000000000008,0.3833212062337808,24.532525028640656,9.935480156991474,2.7843653869148883,0,13.814120769500732
167,2.1343025127441355,1.0020000000000007,0.38629121952387285,24.722605820977176,9.973727333114349,2.7930902905205928,0,13.893483877182007
168,2.151113455213197,1.0080000000000007,0.38926192720229863,24.91273105498552,10.011836957601714,2.801823744843565,0,13.98721718788147
169,2.1679768491796674,1.0140000000000007,0.39223326917786416,25.10289688481379,10.049809833436075,2.8105656610784266,0,14.082514762878418
170,2.184892744886121,1.0200000000000007,0.395205186333955,25.29309952698353,10.087646758238211,2.819315951075612,0,14.163701295852661
171,2.2018611920501465,1.0260000000000007,0.3981776205141614,25.483335259469747,10.1253485242944,2.8280745273376295,0,14.262637615203857
172,2.2188822398682384,1.0320000000000007,0.4011505145081054,25.67360042079384,10.162915918583916,2.83684130301535,0,14.353502035140991
173,2.2359559370196638,1.0380000000000007,0.4041238120374677,25.86389140912933,10.200349722806683,2.84561619190424,0,14.436540365219116
174,2.2530823316703077,1.0440000000000007,0.4070974577422127,26.054204681420202,10.237650713411181,2.8543991084406217,0,14.514742374420166
175,2.270261471476495,1.0500000000000007,0.41007139716700686,26.244536752511706,10.274819661622455,2.863189967697876,0,14.616081237792969
176,2.287493403588791,1.0560000000000007,0.4130455767478306,26.434884194293495,10.311857333470382,2.871988685382671,0,14.71041750907898
177,2.3047781746557776,1.0620000000000007,0.4160199437987799,26.625243634854932,10.348764489818,2.880795177831162,0,14.80319619178772
178,2.322115830827809,1.0680000000000007,0.4189944464990556,26.815611757652384,10.385541886390088,2.889609362005185,0,14.892016887664795
179,2.3395064177607394,1.0740000000000007,0.4219690338801378,27.00598530068838,10.422190273801764,2.898431155488443,0,15.002927303314209
180,2.3569499806196355,1.0800000000000007,0.42494365581314364,27.196361055702514,10.458710397587296,2.9072604764826893,0,15.082392692565918
181,2.374446564082459,1.0860000000000007,0.42791826299636565,27.386735867373858,10.495102998229001,2.9160972438038986,0,15.177901029586792
182,2.3919962123437295,1.0920000000000007,0.43089280694298826,27.577106632534832,10.531368811186205,2.924941376878436,0,15.257478713989258
183,2.4095989691181647,1.0980000000000008,0.43386723996898013,27.767470299396308,10.567508566924346,2.9337927957392234,0,15.35483694076538
184,2.4272548776442964,1.1040000000000008,0.43684151518116104,27.957823866783887,10.603522990944159,2.942651421021907,0,15.447850227355957
185,2.4449639806880623,1.1100000000000008,0.43981558646543983,28.14816438338512,10.639412803810869,2.9515171739610064,0,15.559727430343628
186,2.4627263205463787,1.1160000000000008,0.44278940847522147,28.33848894700753,10.675178721183517,2.9603899763860824,0,15.671660423278809
187,2.480541939050686,1.1220000000000008,0.4457629366199818,28.528794703847396,10.710821453844336,2.9692697507178964,0,15.771262407302856
188,2.498410877570474,1.1280000000000008,0.44873612705400656,28.7190788477691,10.746341707728128,2.9781564199645736,0,15.881149530410767
189,2.5163331770167803,1.1340000000000008,0.45170893666529377,28.909338619594774,10.781740183951692,2.9870499077177506,0,15.976078510284424
190,2.534308877845673,1.1400000000000008,0.45468132306461584,29.099571306404368,10.817017578843334,2.995950138148753,0,16.069677591323853
191,2.5523380200617014,1.1460000000000008,0.45765324457474155,29.28977424084578,10.852174583972333,3.004857036004761,0,16.164886236190796
192,2.5704206432213312,1.1520000000000008,0.46062466021981247,29.479944800454973,10.887211886178445,3.0137705266049695,0,16.2606520652771
193,2.588556786436352,1.1580000000000008,0.4635955297148753,29.670080406986038,10.922130167601443,3.0226905358367806,0,16.37154221534729
194,2.6067464883772637,1.1640000000000008,0.4665658134555653,29.86017852575093,10.956930105710617,3.031616990151968,0,16.450122833251953
195,2.624989787276641,1.1700000000000008,0.4695354725079406,30.05023666496882,10.991612373334274,3.040549816562874,0,16.545788526535034
196,2.6432867209324726,1.1760000000000008,0.47250446859846346,30.240252375124996,11.026177638689244,3.0494889426385927,0,16.657809734344482
197,2.66163732671148,1.1820000000000008,0.47547276410412953,30.430223248338983,11.06062656541039,3.0584342965011846,0,16.775922536849976
198,2.6800416415524113,1.1880000000000008,0.4784403220427389,30.620146917741994,11.094959812579994,3.067385806821866,0,16.8850519657135
199,2.6984997019693147,1.1940000000000008,0.4814071060633109,30.810021056863444,11.129178034757249,3.0763434028172467,0,16.974716424942017
200,2.7170115440547877,1.2000000000000008,0.4843730804366382,30.999843379026405,11.163281882007595,3.0853070142455334,0,17.086189031600952
201,2.735577203483204,1.2060000000000008,0.48733821004597977,31.18961163675194,11.197271999932097,3.094276571402779,0,17.208033800125122
202,2.754196715513919,1.2120000000000009,0.4903024603778897,31.37932362117216,11.23114902969673,3.1032520051191286,0,17.307461738586426
203,2.7728701149944492,1.2180000000000009,0.4932657975131804,31.568977161451862,11.26491360806161,3.1122332467550597,0,17.372798442840576
204,2.7915974363636353,1.2240000000000009,0.49622818811801883,31.75857012421868,11.298566367410203,3.1212202281976644,0,17.470004320144653
205,2.8103787136547767,1.2300000000000009,0.49918959943515284,31.94810041300157,11.33210793577845,3.1302128818569193,0,17.54765272140503
206,2.8292139804987486,1.2360000000000009,0.5021499992752672,32.13756596767758,11.36553893688382,3.139211140661978,0,17.6396062374115
207,2.8481032701270936,1.2420000000000009,0.5051093560084653,32.32696476392671,11.398859990154286,3.1482149380574733,0,17.716413736343384
208,2.8670466153750924,1.2480000000000009,0.5080676385558789,32.51629481269488,11.432071710757262,3.1572242079998247,0,17.804304361343384
209,2.886044048684814,1.254000000000001,0.5110248163813977,32.70555415966465,11.46517470962845,3.1662388849535823,0,17.881525993347168
210,2.9050956021081404,1.260000000000001,0.5139808594835236,32.89474088473392,11.498169593500535,3.175258903887749,0,17.961395740509033
211,2.9242013073097732,1.266000000000001,0.5169357383873441,33.08385310150216,11.531056964931919,3.184284200272151,0,18.056551694869995
212,2.943361195570216,1.272000000000001,0.5198894241366236,33.272888956764305,11.563837422335254,3.1933147100738037,0,18.135430097579956
213,2.9625752977887356,1.278000000000001,0.5228418882860131,33.46184663001212,11.596511560005938,3.2023503697532885,0,18.239224433898926
214,2.9818436444863026,1.284000000000001,0.5257931028933721,33.650724332942865,11.629079968150505,3.2113911162611695,0,18.32673978805542
215,3.001166265808509,1.290000000000001,0.528743040512207,33.83952030897528,11.661543232914907,3.22043688703439,0,18.407729387283325
216,3.020543191528465,1.296000000000001,0.5316916741842188,34.02823283277269,11.693901936412676,3.229487619992708,0,18.484838247299194
217,3.039974451049676,1.302000000000001,0.5346389774319623,34.216860209773166,11.726156656753034,3.2385432535351506,0,18.54826021194458
