step,t,tau,w_inf,E,Z,P_in,epsilon,phi_prime
41,0.6451557125367028,0.24000000000000013,10.407874965322815,0.3772842589878791,24.157717859632733,-1.5355727709076903,0.0018973427238829284,2.8851492503179226
42,0.6624666080386103,0.24600000000000014,10.448659487419146,0.38046955968699453,24.361556633587313,-1.5420414643050813,0.0019133521837522399,2.8949806683482944
43,0.6798364920487001,0.2520000000000001,10.489306417853815,0.38365736915161824,24.565556089077997,-1.548488198289528,0.0019293742635198862,2.904826677414102
44,0.6972654521131847,0.2580000000000001,10.529816481316358,0.38684760947222985,24.769711238875114,-1.5549130894157508,0.0019454085714897648,2.9146871673407966
45,0.7147535751172295,0.2640000000000001,10.570190398740984,0.39004020385015586,24.97401716685372,-1.5613162536233183,0.0019614547215503256,2.9245620285472573
46,0.732300947288513,0.27000000000000013,10.610428887307087,0.39323507658332757,25.178469027081928,-1.5676978062369722,0.0019775123331029682,2.9344511520453347
47,0.749907654200785,0.27600000000000013,10.650532660440394,0.39643215305219526,25.38306204291935,-1.574057861967047,0.001993581030991234,2.9443544294392865
48,0.7675737807774207,0.28200000000000014,10.690502427814632,0.3996313597057981,25.587791506125424,-1.5803965349099718,0.0020096604454307733,2.9542717529251523
49,0.7852994112949716,0.28800000000000014,10.730338895353794,0.4028326240479896,25.79265277597771,-1.5867139385488658,0.002025750211940099,2.964203015290049
50,0.8030846293867119,0.29400000000000015,10.770042765234912,0.4060358746238149,25.9976412784,-1.5930101857542063,0.002041849971272105,2.9741481099113782
51,0.8209295180461802,0.30000000000000016,10.80961473589139,0.40924104100604325,26.202752505100186,-1.599285388784586,0.002057959369346357,2.9841069307559778
52,0.8388341596307161,0.30600000000000016,10.849055502016794,0.41244805378185095,26.40798201271794,-1.6055396592875444,0.002074078057182152,2.9940793723791934
53,0.8567986358649913,0.31200000000000017,10.888365754569207,0.41565684453965646,26.613325421981997,-1.6117731083004756,0.002090205690832328,3.0040653299238755
54,0.8748230278445346,0.31800000000000017,10.92754618077601,0.41886734585610463,26.81877841687707,-1.617985846251611,0.002106341931317838,3.0140646991193285
55,0.8929074160392505,0.3240000000000002,10.966597464139157,0.4220794912832007,27.024336743820296,-1.624177982961072,0.0021224864445630637,3.024077376280172
56,0.9110518802969315,0.3300000000000002,11.005520284440898,0.42529321533559195,27.229996210847176,-1.6303496276419938,0.0021386389013318846,3.0341032583051626
57,0.9292564998467625,0.3360000000000002,11.044315317749936,0.42850845347799665,27.435752686806914,-1.636500888901715,0.002154798977164476,3.0441422426759277
58,0.9475213533028181,0.3420000000000002,11.082983236428042,0.4317251421127793,27.64160210056713,-1.6426318747430337,0.0021709663523148473,3.0541942274556733
59,0.9658465186675521,0.3480000000000002,11.121524709137038,0.43494321856767,27.847540440227796,-1.648742692565527,0.002187140711689108,3.064259111287805
60,0.984232073335279,0.3540000000000002,11.159940400846217,0.43816262108362825,28.053563752344424,-1.6548334491669292,0.0022033217447844536,3.07433679339451
61,1.0026780940956461,0.3600000000000002,11.198230972840145,0.4413832888028493,28.25966814116036,-1.6609042507445744,0.002219509145628873,3.084427173575282
62,1.0211846571370977,0.3660000000000002,11.236397082726837,0.44460516175691256,28.465849767848184,-1.6669552028968895,0.0022357026127215645,3.0945301522053885
63,1.0397518380503301,0.3720000000000002,11.274439384446298,0.44782818085506937,28.672104849760068,-1.6729864106249512,0.0022519018489740627,3.104645630234306
64,1.058379711831736,0.3780000000000002,11.312358528279425,0.45105228787267143,28.87842965968705,-1.6789979783340903,0.0022681065616520606,3.1147735091840794
65,1.0770683528868403,0.38400000000000023,11.350155160857234,0.454277425439737,29.084820525127192,-1.6849900098355486,0.0022843164623179302,3.124913691147659
66,1.0958178350337262,0.39000000000000024,11.387829925170477,0.4575035370296534,29.29127382756246,-1.690962608348191,0.00230053126677393,3.1350660787871734
67,1.1146282315064493,0.39600000000000024,11.42538346057948,0.4607305669480171,29.497786001744377,-1.6969158765002605,0.0023167506950060993,3.145230575332185
68,1.1334996149584424,0.40200000000000025,11.46281640282438,0.46395846032160665,29.704353534988208,-1.7028499163311837,0.0023329744711288237,3.1554070845778655
69,1.1524320574659097,0.40800000000000025,11.500129384035615,0.4671871630874908,29.910972966475782,-1.7087648292934177,0.0023492023233300805,3.1655955108831657
70,1.1714256305312087,0.41400000000000026,11.537323032744752,0.4704166219822674,30.11764088656672,-1.7146607162543477,0.0023654339838173398,3.175795759168923
71,1.1904804050862223,0.42000000000000026,11.57439797389552,0.4736467845314354,30.3243539361181,-1.7205376774982184,0.002381669188764134,3.1860077349159535
72,1.209596451495718,0.42600000000000027,11.611354828855161,0.47687759903889493,30.531108805812437,-1.7263958127281123,0.002397907678257275,3.19623134416308
73,1.2287738395606964,0.4320000000000003,11.648194215426061,0.48010901457657734,30.73790223549387,-1.7322352210679623,0.0024141491962447205,3.2064664935051415
74,1.2480126385217272,0.4380000000000003,11.684916747857583,0.48334098097420286,30.944731013512584,-1.738056001064607,0.002430393490484084,3.216713090090977
75,1.267312917062273,0.4440000000000003,11.721523036858164,0.4865734488091636,31.151591976077256,-1.7438582506898777,0.0024466403124917763,3.226971041621356
76,1.2866747433120012,0.4500000000000003,11.758013689607674,0.48980636939653316,31.35848200661555,-1.7496420673427227,0.002462889417492778,3.2372402563468943
77,1.3060981848500826,0.4560000000000003,11.794389309769912,0.4930396947791992,31.56539803514254,-1.7554075478513647,0.0024791405643710372,3.2475206430659376
78,1.3255833087084783,0.4620000000000003,11.830650497505442,0.4962733777181192,31.772337037636994,-1.7611547884754897,0.002495393515620482,3.2578121111223997
79,1.3451301813752128,0.4680000000000003,11.866797849484541,0.49950737168269743,31.979296035425428,-1.7668838849084656,0.0025116480372966428,3.2681145704036014
80,1.3647388687976343,0.4740000000000003,11.902831958900359,0.5027416308412826,32.18627209457386,-1.7725949322795942,0.0025279038989688848,3.2784279313380686
81,1.3844094363856627,0.4800000000000003,11.93875341548231,0.505976110051785,32.39326232528723,-1.7782880251563875,0.0025441608736732346,3.288752104893291
82,1.4041419490150224,0.4860000000000003,11.974562805509622,0.5092107648524107,32.60026388131633,-1.783963257546874,0.0025604187378658015,3.299087002573484
83,1.4239364710304634,0.4920000000000003,12.010260711825055,0.5124455514525132,32.8072739593722,-1.7896207229019274,0.002576677271376786,3.3094325364173134
84,1.4437930662489673,0.49800000000000033,12.045847713848804,0.5156804267235598,33.014289798547935,-1.7952605141176243,0.002592936257365066,3.3197886189955907
85,1.4637117979629408,0.5040000000000003,12.081324387592549,0.5189153481902137,33.221308679747835,-1.8008827235376215,0.0026091954822733657,3.330155163408974
86,1.4836927289433948,0.5100000000000003,12.116691305673665,0.5221502740215278,33.42832792512377,-1.8064874429555604,0.002625454735783984,3.340532083285608
87,1.5037359214431083,0.5160000000000003,12.151949037329578,0.5253851630222512,33.63534489751865,-1.8120747636174874,0.002641713810775088,3.350919292778792
88,1.523841437199781,0.5220000000000004,12.187098148432275,0.5286199746242464,33.84235699991715,-1.8176447762242987,0.002657972503277571,3.361316706564585
89,1.5440093374391686,0.5280000000000004,12.22213920150292,0.5318546688780157,34.04936167490324,-1.8231975709342032,0.002674230612432447,3.371724239839435
90,1.5642396828782053,0.5340000000000004,12.257072755726618,0.5350892064443363,34.25635640412485,-1.8287332373652032,0.0026904879404488075,3.3821418083177615
91,1.5845325337281118,0.5400000000000004,12.291899366967291,0.538323548586003,34.46333870776521,-1.834251864597595,0.0027067442925622982,3.392569328229533
92,1.604887949697489,0.5460000000000004,12.326619587782687,0.5415576571596755,34.67030614402116,-1.8397535411764805,0.002722999476994149,3.4030067163178357
93,1.625305989995396,0.5520000000000004,12.361233967439453,0.5447914946078326,34.87725630858801,-1.8452383551143015,0.0027392533049107087,3.413453889836431
94,1.6457867133344146,0.5580000000000004,12.395743051928381,0.5480250239508282,35.08418683415115,-1.8507063938933825,0.0027555055903835247,3.423910766547272
95,1.6663301779336983,0.5640000000000004,12.430147383979673,0.5512582087790513,35.291095389884156,-1.8561577444684914,0.0027717561503499168,3.4343772647180546
96,1.6869364415220067,0.5700000000000004,12.464447503078354,0.5544910132451862,35.497979680953456,-1.8615924932694086,0.002788004804574078,3.4448533031197184
97,1.707605561340725,0.5760000000000004,12.49864394547976,0.557723402056574,35.70483744802932,-1.8670107262035147,0.0028042513756086664,3.4553388010239523
98,1.7283375941468688,0.5820000000000004,12.532737244225084,0.560955340467673,35.91166646680331,-1.8724125286583821,0.002820495688756905,3.4658336782006978
99,1.749132596216073,0.5880000000000004,12.566727929157027,0.5641867942726158,36.11846454751186,-1.8777979855043825,0.0028367375720351664,3.476337854915625
100,1.769990623345567,0.5940000000000004,12.600616526935502,0.5674177297978654,36.32522953446619,-1.8831671810973027,0.002852976856136049,3.4868512519276202
101,1.7909117308571325,0.6000000000000004,12.634403561053423,0.5706481138949655,36.53195930558829,-1.8885201992809657,0.002869213374391936,3.4973737904862525
102,1.81189597360005,0.6060000000000004,12.668089551852518,0.5738779139333862,36.73865177195293,-1.8938571233898671,0.002885446962739024,3.5079053923292354
103,1.8329434059540253,0.6120000000000004,12.701675016539243,0.5771070977934623,36.94530487733575,-1.8991780362518114,0.0029016774596818287,3.5184459796798957
104,1.8540540818321047,0.6180000000000004,12.73516046920072,0.5803356338594254,37.15191659776714,-1.904483020190559,0.0029179047062581486,3.5289954752446135
105,1.8752280546835725,0.6240000000000004,12.76854642082074,0.5835634910125268,37.35848494109208,-1.9097721570284816,0.002934128546004495,3.5395538022102753
106,1.896465377496834,0.6300000000000004,12.801833379295783,0.5867906386242494,37.56500794653573,-1.9150455280892174,0.002950348824921971,3.5501208842417213
107,1.9177661028022843,0.6360000000000005,12.835021849451119,0.5900170465496113,37.77148368427467,-1.920303214200334,0.002966565391442601,3.560696645479176
108,1.9391302826751593,0.6420000000000005,12.868112333056901,0.5932426851205552,37.97791025501387,-1.9255452956959973,0.002982778096396101,3.571281010535695
109,1.9605579687383734,0.6480000000000005,12.901105328844332,0.596467525139427,38.184285789569174,-1.930771852419641,0.002998986792977091,3.5818739044945946
110,1.982049212165341,0.6540000000000005,12.934001332521815,0.599691537872538,38.390608448455325,-1.9359829637266395,0.0030151913367127375,3.5924752529068824
111,2.0036040636827823,0.6600000000000005,12.966800836791162,0.6029146950438147,38.59687642147941,-1.9411787084869858,0.00303139158543082,3.6030849817886907
112,2.0252225735735143,0.6660000000000005,12.9995043313638,0.6061369688285309,38.803087927339696,-1.9463591650879684,0.0030475873992282295,3.6137030176187035
113,2.0469047916792267,0.6720000000000005,13.03211230297703,0.6093583318471227,39.00924121322974,-1.9515244114368473,0.0030637786404398687,3.6243292873355877
114,2.0686507674032404,0.6780000000000005,13.064625235410253,0.6125787571590873,39.215334554447864,-1.956674524963542,0.0030799651736079844,3.6349637183354244
115,2.090460549713253,0.6840000000000005,13.097043609501224,0.6157982182569601,39.4213662540116,-1.9618095826233026,0.0030961468654518856,3.6456062384691283
116,2.1123341871440675,0.6900000000000005,13.129367903162338,0.6190166890603742,39.627334642277475,-1.9669296608993965,0.0031123235848380805,3.6562567760398936
117,2.1342717278003067,0.6960000000000005,13.161598591396888,0.6222341439101973,39.833238076565735,-1.972034835805785,0.0031284952027508034,3.6669152598006094
118,2.1562732193591105,0.7020000000000005,13.193736146315327,0.6254505575627468,40.03907494079002,-1.9771251828898018,0.003144661592262928,3.6775816189513066
119,2.1783387090728183,0.7080000000000005,13.225781037151553,0.628665905184083,40.244843645092125,-1.9822007772348302,0.0031608226285072824,3.688255783136583
120,2.200468243771638,0.7140000000000005,13.257733730279153,0.6318801623443775,40.45054262548148,-1.9872616934629779,0.0031769781886483352,3.698937682443048
121,2.2226618698662963,0.7200000000000005,13.289594689227684,0.6350933050123561,40.65617034347948,-1.992308005737748,0.0031931281518542587,3.709627247396759
122,2.2449196333506767,0.7260000000000005,13.32136437469888,0.6383053095498173,40.86172528576863,-1.99733978776671,0.0032092723992693754,3.7203244089606713
123,2.2672415798044407,0.7320000000000005,13.353043244582913,0.6415161527062241,41.06720596384629,-2.0023571128041664,0.0032254108139869613,3.7310290985320775
124,2.2896277543956334,0.7380000000000005,13.384631753974626,0.644725811613366,41.272610913683145,-2.0073600536538105,0.0032415432810224223,3.7417412479400616
125,2.3120782018832737,0.7440000000000005,13.416130355189667,0.6479342637800949,41.477938695386115,-2.0123486826713917,0.0032576696872868207,3.752460789442972
126,2.3345929666199314,0.7500000000000006,13.447539497780737,0.6511414870871306,41.68318789286592,-2.0173230717673634,0.0032737899215607644,3.763187655725851
127,2.3571720925542867,0.7560000000000006,13.47885962855372,0.6543474597819346,41.88835711350897,-2.0222832924095373,0.003289903874468638,3.7739217798979214
128,2.3798156232336742,0.7620000000000006,13.510091191583777,0.6575521604736566,42.09344498785384,-2.027229415625724,0.003306011438453193,3.784663095490063
129,2.4025236018066147,0.7680000000000006,13.54123462823152,0.6607555681281431,42.298450169271874,-2.0321615120063723,0.0033221125077504614,3.795411536452265
130,2.425296071025328,0.7740000000000006,13.572290377159016,0.663957662063018,42.50337133365218,-2.037079651707205,0.0033382069783650177,3.8061670371511345
131,2.448133073248235,0.7800000000000006,13.603258874345887,0.6671584219428273,42.70820717909097,-2.0419839044518437,0.0033542947480455763,3.8169295323673658
132,2.471034650442439,0.7860000000000006,13.63414055310529,0.6703578277742486,42.912956425584795,-2.046874339534429,0.0033703757162609027,3.8276989572932445
133,2.4940008441861985,0.7920000000000006,13.664935844099887,0.6735558599013662,43.117617814728206,-2.0517510258222367,0.003386449784176063,3.838475247530157
134,2.5170316956713794,0.7980000000000006,13.695645175357809,0.6767524990010099,43.32219010941536,-2.0566140317582846,0.003402516854628992,3.8492583390860755
135,2.5401272457058957,0.8040000000000006,13.72626897228853,0.6799477260781545,43.52667209354556,-2.061463425363931,0.0034185768321073643,3.860048168373099
136,2.5632875347161344,0.8100000000000006,13.75680765769875,0.6831415224613845,43.73106257173295,-2.0662992742414685,0.0034346296227257948,3.8708446722049605
137,2.586512602749364,0.8160000000000006,13.78726165180819,0.6863338697984179,43.93536036901997,-2.071121645576711,0.003450675134203332,3.8816477877945705
138,2.6098024894761314,0.8220000000000006,13.817631372265373,0.6895247500516903,44.139564330594716,-2.0759306061415677,0.003466713275841261,3.892457452751538
139,2.6331572341926406,0.8280000000000006,13.847917234163363,0.6927141454939998,44.34367332151223,-2.0807262222966116,0.003482743958501213,3.903273605079733
140,2.656576875823119,0.8340000000000006,13.87811965005544,0.6959020387042103,44.547686226419344,-2.0855085599936465,0.0034987670945835557,3.9140961831748315
141,2.680061452922168,0.8400000000000006,13.908239029970725,0.6990884125630117,44.75160194928346,-2.0902776847782514,0.0035147825980060897,3.9249251258218965
142,2.7036110036770995,0.8460000000000006,13.938275781429788,0.70227325024874,44.95541941312483,-2.0950336617923275,0.0035307903841830233,3.9357603721929175
143,2.727225565910257,0.8520000000000006,13.968230309460147,0.7054565352332511,45.15913755975258,-2.0997765557766344,0.00354679037000424,3.946601861844426
144,2.7509051770813238,0.8580000000000007,13.99810301661179,0.7086382512778521,45.36275534950415,-2.1045064310733106,0.003562782473814833,3.9574495347150607
145,2.774649874289614,0.8640000000000007,14.02789430297258,0.7118183824292876,45.56627176098851,-2.109223351628394,0.003578766615394939,3.96830333112318
146,2.798459694276353,0.8700000000000007,14.057604566183635,0.7149969130157794,45.76968579083258,-2.1139273809943253,0.0035947427159398193,3.979163191764468
147,2.82233467342694,0.8760000000000007,14.087234201454631,0.7181738276431213,45.972996453431286,-2.1186185823324473,0.0036107106980402333,3.9900290577095467
148,2.8462748477731976,0.8820000000000007,14.1167836015791,0.7213491111908255,46.176202780700855,-2.1232970184154865,0.0036266704856630595,4.000900870401602
149,2.8702802529956073,0.8880000000000007,14.146253156949598,0.7245227488083218,46.37930382183561,-2.127962751630038,0.0036426220041321945,4.011778571654034
150,2.8943509244255314,0.8940000000000007,14.175643255572878,0.7276947259112082,46.58229864306791,-2.1326158439790257,0.0036585651801096983,4.022662103648091
151,2.91848689704742,0.9000000000000007,14.204954283084955,0.7308650281775533,46.785186327431475,-2.137256357084161,0.003674499941577209,4.0335514089305295
152,2.9426882055010033,0.9060000000000007,14.234186622766158,0.7340336415442473,46.987965974527825,-2.141884352188389,0.0036904262178175944,4.044446430411284
153,2.966954884083471,0.9120000000000007,14.263340655556053,0.7372005522034029,47.19063670029593,-2.1464998901583225,0.0037063439393968645,4.055347111361141
154,2.991286966751638,0.9180000000000007,14.29241676006839,0.740365746598806,47.39319763678499,-2.151103031486669,0.0037222530381463216,4.066253395409428
155,3.0156844871240946,0.9240000000000007,14.321415312605911,0.7435292114224151,47.59564793193035,-2.1556938362946427,0.0037381534471449653,4.077165226541712
156,3.040147478483345,0.9300000000000007,14.350336687175146,0.7466909336109053,47.797986749332296,-2.1602723643343693,0.003754045100702115,4.088082549097511
157,3.06467597377793,0.9360000000000007,14.37918125550109,0.7498509003422614,48.000213268038074,-2.1648386749912754,0.0037699279343402932,4.099005307768002
158,3.089270005624538,0.9420000000000007,14.407949387041898,0.7530090990324187,48.20232668232664,-2.169392827286472,0.0037858018847783162,4.109933447593758
159,3.1139296063101005,0.9480000000000007,14.436641449003421,0.7561655173319459,48.40432620149665,-2.1739348798791216,0.0038016668899146454,4.120866913962502
160,3.1386548077938756,0.9540000000000007,14.465257806353732,0.7593201431227766,48.60621104965694,-2.178464891068801,0.003817522888810932,4.13180565260683
161,3.1634456417095165,0.9600000000000007,14.493798821837578,0.7624729645149821,48.807980465520124,-2.1829829187978422,0.003833369821675804,4.1427496096019985
162,3.1883021393671283,0.9660000000000007,14.522264855990752,0.7656239698435909,49.00963370219902,-2.187489020653673,0.003849207629848879,4.153698731363685
163,3.21322433175531,0.9720000000000008,14.550656267154398,0.7687731476654491,49.21117002700561,-2.1919832538711375,0.0038650362557849757,4.1646529646457795
164,3.2382122495431847,0.9780000000000008,14.578973411489255,0.7719204867561259,49.412588721252966,-2.196465675334812,0.0038808556430385546,4.175612256538173
165,3.2632659230824137,0.9840000000000008,14.60721664298982,0.775065976106859,49.613889080059785,-2.2009363415813015,0.003896665736248367,4.1865765544645726
166,3.288385382409201,0.9900000000000008,14.635386313498476,0.778209604921542,49.81507041215758,-2.2053953088015317,0.003912466481122313,4.197545806180309
167,3.313570657246283,0.9960000000000008,14.663482772719489,0.7813513626137552,50.01613203970045,-2.2098426328430247,0.0039282578244225,4.208519959770189
168,3.3388217770049042,1.0020000000000007,14.691506368232966,0.7844912388038324,50.21707329807752,-2.214278369212165,0.003944039713950512,4.2194989636463065
169,3.364138770786782,1.0080000000000007,14.71945744550879,0.787629223315972,50.41789353572794,-2.218702573076452,0.003959812098532881,4.23048276654591
170,3.3895216673860573,1.0140000000000007,14.747336347920395,0.7907653061753847,50.61859211395829,-2.2231152992667407,0.00397557492800674,4.241471317529273
171,3.4149704952912328,1.0200000000000007,14.775143416758505,0.7938994776054807,50.8191684067626,-2.227516602279474,0.003991328153205697,4.252464565977562
172,3.440485282687098,1.0260000000000007,14.802878991244853,0.7970317280250965,51.01962180064474,-2.2319065362788955,0.004007071725945879,4.263462461590717
173,3.466066057456642,1.0320000000000007,14.830543408545738,0.8001620480457569,51.21995169444328,-2.23628515509926,0.0040228055990121775,4.27446495438536
174,3.491712847182954,1.0380000000000007,14.858137003785584,0.8032904284689765,51.42015749915867,-2.240652512247021,0.004038529726144675,4.285471994692707
175,3.5174256791511103,1.0440000000000007,14.885660110060376,0.806416860283597,51.620238637782826,-2.2450086609030167,0.004054244062025263,4.296483533156482
176,3.543204580350049,1.0500000000000007,14.913113058451053,0.8095413346631607,51.82019454513103,-2.2493536539246337,0.004069948562264438,4.307499520730844
177,3.569049577474434,1.0560000000000007,14.940496178036813,0.8126638429633204,52.020024667676104,-2.253687543847969,0.004085643183388277,4.3185199086783586
178,3.5949606969265044,1.0620000000000007,14.967809795908366,0.8157843767192836,52.21972846338485,-2.25801038288997,0.004101327882825591,4.329544648567922
179,3.620937964817912,1.0680000000000007,14.995054237181066,0.8189029276432933,52.419305401556734,-2.2623222229505684,0.0041170026188952595,4.340573692272756
180,3.6469814069715483,1.0740000000000007,15.022229825008038,0.8220194876221398,52.618754962664724,-2.2666231156148005,0.004132667350793724,4.351606991968365
181,3.6730910489233586,1.0800000000000007,15.04933688059315,0.8251340487147102,52.81807663819834,-2.2709131121549135,0.004148322038582664,4.362644500130556
182,3.699266915924142,1.0860000000000007,15.076375723204011,0.828246603149569,53.017269930508796,-2.2751922635324626,0.004163966643176837,4.373686169533409
183,3.7255090329413423,1.0920000000000007,15.103346670184774,0.8313571433225724,53.21633435265631,-2.2794606204003913,0.00417960112633208,4.384731953247319
184,3.751817424660826,1.0980000000000008,15.130250036968995,0.8344656617945136,53.41526942825946,-2.2837182331051054,0.004195225450633484,4.395781804637007
185,3.778192115488648,1.1040000000000008,15.157086137092293,0.8375721512888039,53.61407469134655,-2.287965151688531,0.00421083957948372,4.406835677359575
186,3.8046331295528057,1.1100000000000008,15.18385528220504,0.8406766046891802,53.81274968620909,-2.2922014258901564,0.004226443477091523,4.417893525362528
187,3.831140490704981,1.1160000000000008,15.210557782084912,0.8437790150374486,54.01129396725724,-2.296427105149073,0.0042420371084603515,4.428955302881871
188,3.8577142225222723,1.1220000000000008,15.237193944649396,0.8468793755312556,54.20970709887712,-2.3006422386059935,0.00425762043937717,4.440020964440157
189,3.8843543483089134,1.1280000000000008,15.263764075968203,0.8499776795218896,54.407988655290204,-2.304846875105258,0.004273193436401413,4.451090464844579
190,3.9110608910979807,1.1340000000000008,15.29026848027562,0.8530739205121157,54.60613822041462,-2.3090410631968386,0.004288756066854085,4.462163759185073
191,3.937833873653091,1.1400000000000008,15.316707459982796,0.8561680921540359,54.8041553877282,-2.3132248511383176,0.00430430829880701,4.473240802832424
192,3.9646733184700857,1.1460000000000008,15.343081315689927,0.8592601882469805,55.00203976013355,-2.3173982868968657,0.004319850101072231,4.4843215514363814
193,3.991579247778704,1.1520000000000008,15.369390346198395,0.862350202735428,55.19979094982486,-2.321561418151198,0.004335381443191553,4.495405960923791
