step,t,tau,E,Omega,w_inf,phi_prime,czeta_count,wall_s
190,2.533862271357844,1.1400000000000008,0.4547789143035905,29.105837272122333,10.812922880953908,2.994915168189249,0,14.778794765472412
191,2.5518851724807434,1.1460000000000008,0.45775214197836644,29.2961237970993,10.848076344217331,3.003816853816604,0,14.85618782043457
192,2.5699615234451714,1.1520000000000008,0.4607248673565151,29.48637817562771,10.883110247766465,3.0127251607379892,0,14.9326753616333
193,2.5880913635323806,1.1580000000000008,0.4636970500757286,29.676597824510985,10.918025270617358,3.021640014534841,0,15.00598692893982
194,2.606274731580526,1.1640000000000008,0.4666686504552717,29.86678020417339,10.952822087185146,3.0305613413575574,0,15.07945466041565
195,2.6245116659880554,1.1700000000000008,0.46963962948580684,30.05692281800884,10.987501367311896,3.039489067921599,0,15.152323961257935
196,2.642802204717077,1.1760000000000008,0.472609948819367,30.247023211739105,11.022063776294429,3.0484231215035926,0,15.233688116073608
197,2.661146385296702,1.1820000000000008,0.47557957075947543,30.437078972781542,11.05650997491224,3.0573634299374666,0,15.323087453842163
198,2.6795442448263653,1.1880000000000008,0.47854845825140857,30.627087729625877,11.090840619455367,3.066309921610554,0,15.391486883163452
199,2.697995819979124,1.1940000000000008,0.48151657487260086,30.817047151220116,11.125056361752298,3.075262525459756,0,15.463977098464966
200,2.71650114700493,1.2000000000000008,0.4844838848231914,31.00695494636551,11.159157849197904,3.0842211709676786,0,15.533668041229248
201,2.735060261733883,1.2060000000000008,0.4874503529167061,31.196808863120253,11.19314572478132,3.0931857881587943,0,15.629842758178711
202,2.7536731995794566,1.2120000000000009,0.4904159445708791,31.386606688211984,11.227020627113859,3.1021563075956116,0,15.709601402282715
203,2.7723399955417056,1.2180000000000009,0.49338062579860587,31.576346246458844,11.260783190456904,3.1111326603748677,0,15.780651092529297
204,2.7910606842104477,1.2240000000000009,0.49634436319903097,31.766025400199045,11.294434044749742,3.1201147781237153,0,15.851731538772583
205,2.8098352997684235,1.2300000000000009,0.4993071239487651,31.9556420487288,11.327973815637415,3.129102592995936,0,15.94650936126709
206,2.8286638759944327,1.2360000000000009,0.5022688757932323,32.14519412774848,11.361403124498539,3.138096037668169,0,16.01014518737793
207,2.8475464462664495,1.2420000000000009,0.5052295870381428,32.33467960881694,11.394722588473007,3.147095045336132,0,16.074049949645996
208,2.8664830435647146,1.2480000000000009,0.5081892265410929,32.52409649881386,11.427932820489794,3.1560995497108912,0,16.153151750564575
209,2.8854737004748054,1.254000000000001,0.5111477637032867,32.71344283940995,11.461034429294543,3.165109485015111,0,16.231080770492554
210,2.9045184491906815,1.260000000000001,0.5141051684613811,32.902716706545014,11.494028019477259,3.1741247859793478,0,16.303268432617188
211,2.9236173215177113,1.266000000000001,0.5170614112794496,33.09191620991368,11.526914191499804,3.183145387838331,0,16.38973045349121
212,2.942770348875675,1.272000000000001,0.520016463141066,33.28103949245866,11.559693541723448,3.192171226327287,0,16.45385432243347
213,2.9619775623017444,1.278000000000001,0.5229702955415032,33.47008472987159,11.592366662436273,3.201202237678254,0,16.548660278320312
214,2.981238992453443,1.284000000000001,0.5259228804800488,33.659050130101086,11.624934141880543,3.2102383586164387,0,16.63817524909973
215,3.0005546696115823,1.290000000000001,0.5288741904524323,33.847933932868216,11.657396564279992,3.219279526356563,0,16.721274375915527
216,3.019924623683178,1.296000000000001,0.5318241984433656,34.03673440918901,11.689754509867033,3.228325678599246,0,16.824431896209717
217,3.0393488842043426,1.302000000000001,0.5347728779191934,34.22544986090411,11.722008554909905,3.2373767535274003,0,16.897312879562378
218,3.0588274803431585,1.308000000000001,0.5377202028206514,34.414078620215264,11.754159271739688,3.2464326898026354,0,16.992007732391357
