step,t,tau,w_inf,E,Z,P_in,epsilon,phi_prime
44,0.6981284069409959,0.2580000000000001,10.55891612373658,0.38683319960405993,24.769785994615265,-1.5548839428405992,3.8908288855837335e-05,2.921641804189344
45,0.7156582577661319,0.2640000000000001,10.59983455011936,0.39002188717433034,24.9738615853969,-1.561279403163992,3.9228850044225626e-05,2.9316848706788163
46,0.7332483669902048,0.27000000000000013,10.64061307637911,0.39321269412702753,25.178072819721745,-1.5676529972939974,3.9549624300993345e-05,2.9417424159583234
47,0.7508988214859548,0.27600000000000013,10.68125245809747,0.396405546153889,25.382414941854268,-1.5740048433277076,3.987060415584858e-05,2.9518143270280848
48,0.7686097074481233,0.28200000000000014,10.721753446709041,0.3996003700347378,25.586883265696358,-1.5803350587140224,4.019178224788565e-05,2.9619004915269476
49,0.786381110397285,0.28800000000000014,10.762116789506358,0.4027970936231384,25.791473173869306,-1.5866437602544297,4.051315132414302e-05,2.9720007977313885
50,0.8042131151836733,0.29400000000000015,10.80234322964542,0.40599564583221887,25.99618011680644,-1.5929310641038703,4.0834704238178084e-05,2.9821151345544132
51,0.8221058059909998,0.30000000000000016,10.842433506151805,0.409195956620656,26.200999611856137,-1.59919708577169,4.115643394865813e-05,2.992243391544392
52,0.8400592663402662,0.30600000000000016,10.882388353927256,0.41239795697882314,26.405927242395354,-1.6054419401226736,4.1478333517967914e-05,3.00238545888382
53,0.8580735790935691,0.31200000000000017,10.922208503756801,0.4156015789151014,26.610958656953464,-1.6116657413781548,4.1800396110833356e-05,3.0125412273880086
54,0.8761488264578972,0.31800000000000017,10.96189468231637,0.4188067554423487,26.816089568346335,-1.6178686031172096,4.212261499296137e-05,3.0227105885036982
55,0.8942850899889193,0.3240000000000002,11.001447612180868,0.4220134205645307,27.02131575282069,-1.6240506382779165,4.244498352969582e-05,3.032893434307618
56,0.9124824505947651,0.3300000000000002,11.040868011832734,0.42522150926350827,27.226633049208544,-1.630211959158694,4.276749518468932e-05,3.043089657504969
57,0.9307409885397949,0.3360000000000002,11.08015659567094,0.4284309574859839,27.432037358091687,-1.6363526774197084,4.3090143518590806e-05,3.0532991514278476
58,0.949060783448362,0.3420000000000002,11.119314074020414,0.43164170213060155,27.63752464097616,-1.6424729040843464,4.3412922187748796e-05,3.0635218100336212
59,0.9674419143085637,0.3480000000000002,11.15834115314188,0.4348536810352034,27.84309091947669,-1.6485727495407552,4.3735824942930326e-05,3.0737575279032177
60,0.985884459475983,0.3540000000000002,11.197238535242137,0.43806683296423937,28.04873227451083,-1.6546523235434463,4.405884562805508e-05,3.0840062002393847
61,1.0043884966774193,0.3600000000000002,11.23600691848471,0.4412810975963277,28.254444845502896,-1.6607117352149596,4.438197817894495e-05,3.0942677228648816
62,1.0229541030146085,0.3660000000000002,11.274646997000858,0.4444964155119683,28.46022482959762,-1.6667510930475888,4.470521662208886e-05,3.104541992220625
63,1.0415813549679322,0.3720000000000002,11.313159460900977,0.44771272818140445,28.666068480883276,-1.6727705049051593,4.502855507342241e-05,3.1148289053637734
64,1.060270328400115,0.3780000000000002,11.351544996286355,0.45092997795263395,28.8719721096244,-1.678770078024871,4.535198773712271e-05,3.12512835996577
65,1.0790210985599096,0.38400000000000023,11.389804285261281,0.45414810803956596,29.077932081503853,-1.6847499190191835,4.567550890441774e-05,3.1354402543103337
66,1.0978337400857716,0.39000000000000024,11.427938005945446,0.457367062510325,29.28394481687426,-1.6907101338777593,4.599911295241054e-05,3.1457644872914194
67,1.1167083270095202,0.39600000000000024,11.465946832486692,0.46058678627569904,29.49000679001869,-1.696650827969457,4.632279434291792e-05,3.156100958411108
68,1.135644932759987,0.40200000000000025,11.503831435074062,0.4638072250777307,29.696114528420487,-1.7025721060443713,4.6646547621323464e-05,3.1664495677774727
69,1.1546436301666518,0.40800000000000025,11.541592479951147,0.4670283254784503,29.9022646120422,-1.708474072235916,4.697036741544491e-05,3.1768102161024023
70,1.1737044914632662,0.41400000000000026,11.579230629429725,0.4702500348487493,30.10845367261349,-1.7143568300629584,4.729424843441558e-05,3.187182804699378
71,1.1928275882914625,0.42000000000000026,11.616746541903641,0.47347230135739377,30.314678392927977,-1.7202204824319898,4.761818546757989e-05,3.197567235481226
72,1.2120129917043498,0.42600000000000027,11.654140871863017,0.4766950739601749,30.520935506148874,-1.7260651316393423,4.794217338340259e-05,3.20796341095781
73,1.2312607721700968,0.4320000000000003,11.691414269908627,0.4799183023891967,30.727221795123413,-1.731890879373441,4.826620712839195e-05,3.2183712342337225
74,1.250570999575499,0.4380000000000003,11.728567382766588,0.48314193714229847,30.93353409170589,-1.7376978267171006,4.8590281726036326e-05,3.228790609005909
75,1.2699437432295344,0.4440000000000003,11.76560085330327,0.4863659294726116,31.139869276089268,-1.743486074149848,4.891439227575428e-05,3.2392214395612826
76,1.289379071866902,0.4500000000000003,11.802515320540403,0.48959023137824853,31.346224276145325,-1.7492557215502933,4.9238533951858096e-05,3.2496636307743025
77,1.308877053651548,0.4560000000000003,11.83931141967043,0.4928147955921238,31.552596066773134,-1.7550068681985211,4.956270200253034e-05,3.2601170881045167
78,1.328437756180175,0.4620000000000003,11.875989782072017,0.49603957557190415,31.75898166925593,-1.7607396127785262,4.988689174881367e-05,3.270581717594091
79,1.3480612464857396,0.4680000000000003,11.912551035325857,0.4992645254900867,31.9653781506261,-1.7664540533806696,5.021109858361333e-05,3.2810574258652836
80,1.3677475910409314,0.4740000000000003,11.948995803230543,0.5024896002242064,32.171782623038446,-1.7721502875041717,5.053531797071268e-05,3.2915441201179396
81,1.387496855761639,0.4800000000000003,11.985324705818721,0.5057147553471678,32.37819224315141,-1.7778284120596288,5.085954544380125e-05,3.3020417081269113
82,1.4073091060104004,0.4860000000000003,12.02153835937335,0.508939947117701,32.58460421151631,-1.7834885233715594,5.1183776605515337e-05,3.312550098239493
83,1.4271844065998374,0.4920000000000003,12.057637376444138,0.5121651324709424,32.79101577197444,-1.7891307171809745,5.1508007126490975e-05,3.3230691993728185
84,1.4471228217960743,0.49800000000000033,12.093622365864187,0.5153902690091368,32.99742421106205,-1.7947550886479715,5.1832232744429253e-05,3.3335989210112227
85,1.4671244153221417,0.5040000000000003,12.129493932766708,0.5186153149924588,33.203826857422904,-1.8003617323543566,5.215644926317363e-05,3.34413917320363
86,1.4871892503613635,0.5100000000000003,12.165252678601918,0.5218402293299564,33.41022108122864,-1.8059507423062793,5.248065255179937e-05,3.35468986656087
87,1.5073173895607288,0.5160000000000003,12.200899201154073,0.5250649715706089,33.61660429360659,-1.8115222119368968,5.280483854371479e-05,3.3652509122530025
88,1.5275088950342468,0.5220000000000004,12.23643409455862,0.5282895018945052,33.822973946075024,-1.8170762341090563,5.3129003235774135e-05,3.3758222220066387
89,1.5477638283662867,0.5280000000000004,12.271857949319465,0.5315137811041343,34.02932752998587,-1.8226129011179915,5.3453142687402256e-05,3.386403708102215
90,1.5680822506149,0.5340000000000004,12.307171352326359,0.5347377706157928,34.23566257597474,-1.8281323046940416,5.377725301973064e-05,3.3969952833712767
91,1.5884642223151275,0.5400000000000004,12.342374886872367,0.5379614324511023,34.44197665341809,-1.8336345360053843,5.410133041474472e-05,3.4075968611937335
92,1.60890980348229,0.5460000000000004,12.37746913267152,0.5411847292286412,34.648267369897574,-1.8391196856607863,5.4425371114442584e-05,3.418208355495119
93,1.6294190536152606,0.5520000000000004,12.412454665876412,0.5444076241556848,34.85453237067148,-1.8445878437123668,5.474937142000458e-05,3.428829680743825
94,1.6499920316997236,0.5580000000000004,12.44733205909605,0.5476300810200541,35.06076933815307,-1.8500390996583755,5.5073327690973985e-05,3.439460751948317
95,1.6706287962114135,0.5640000000000004,12.482101881413648,0.5508520641820752,35.26697599139591,-1.8554735424459798,5.539723634444851e-05,3.4501014846543674
96,1.6913294051193397,0.5700000000000004,12.516764698404597,0.554073538566642,35.473150085585914,-1.860891260474074,5.572109385428243e-05,3.4607517949422486
97,1.7120939158889932,0.5760000000000004,12.551321072154442,0.5572944696553852,35.67928941154021,-1.866292341596087,5.604489675029941e-05,3.4714115994239423
98,1.732922385485537,0.5820000000000004,12.585771561276953,0.5605148234789467,35.88539179521261,-1.8716768731228077,5.6368641617515696e-05,3.482080815240322
99,1.753814870376979,0.5880000000000004,12.62011672093225,0.5637345666093544,36.091455097205696,-1.8770449418252186,5.6692325095373654e-05,3.492759360058342
100,1.7747714265373289,0.5940000000000004,12.654357102844967,0.5669536661525004,36.29747721228935,-1.8823966339373337,5.701594387698558e-05,3.5034471520682144
101,1.7957921094497382,0.6000000000000004,12.68849325532251,0.5701720897407192,36.50345606892579,-1.887732035159053,5.733949470838752e-05,3.514144109980573
102,1.8168769741096216,0.6060000000000004,12.722525723273291,0.5733898055254643,36.70938962880087,-1.8930512306590126,5.766297438780308e-05,3.524850153023656
103,1.8380260750277635,0.6120000000000004,12.756455048225062,0.5766067821700833,36.91527588636169,-1.8983543050774503,5.798637976491717e-05,3.5355652009404572
104,1.8592394662334062,0.6180000000000004,12.790281768343265,0.5798229888426908,37.121112868360456,-1.9036413425290744,5.830970774015937e-05,3.546289173985885
105,1.8805172012773215,0.6240000000000004,12.824006418449397,0.5830383952091345,37.326898633404326,-1.908912426605932,5.8632955263996964e-05,3.557021992923928
106,1.901859333234865,0.6300000000000004,12.8576295300394,0.5862529714260578,37.53263127151139,-1.9141676403802879,5.895611933623737e-05,3.567763579024801
107,1.9232659147090139,0.6360000000000005,12.89115163130214,0.5894666881340556,37.738308903672674,-1.9194070664075054,5.927919700534018e-05,3.5785138540620958
108,1.9447369978333864,0.6420000000000005,12.924573247137786,0.5926795164509207,37.943929681419874,-1.9246307867289274,5.960218536773819e-05,3.58927274030995
109,1.9662726342752461,0.6480000000000005,12.95789489917629,0.595891427964983,38.14949178639907,-1.929838882874762,5.992508156716773e-05,3.6000401605401744
110,1.987872875238487,0.6540000000000005,12.991117105795887,0.5991023947285371,38.35499342995018,-1.9350314358669687,6.0247882794008136e-05,3.610816038019413
111,2.0095377714666034,0.6600000000000005,13.024240382141514,0.6023123892513602,38.56043285269195,-1.940208526222147,6.0570586284629776e-05,3.6216002965063088
112,2.031267373245641,0.6660000000000005,13.057265240143336,0.6055213844943167,38.76580832411277,-1.9453702339544219,6.0893189320751365e-05,3.632392860248633
113,2.053061730407133,0.6720000000000005,13.090192188535179,0.6087293538630485,38.97111814216679,-1.9505166385783341,6.121568922880554e-05,3.6431936539804584
114,2.074920892331016,0.6780000000000005,13.123021732873038,0.6119362712017531,39.1763606328758,-1.9556478191117266,6.15380833793135e-05,3.6540026029193013
115,2.096844907948532,0.6840000000000005,13.155754375553505,0.6151421107870436,39.38153414993618,-1.9607638540786287,6.186036918626753e-05,3.6648196327632943
116,2.118833825745112,0.6900000000000005,13.188390615832251,0.6183468473218952,39.58663707433148,-1.9658648215121435,6.218254410652256e-05,3.6756446696883316
117,2.1408876937632417,0.6960000000000005,13.220930949842444,0.6215504559296694,39.791667813950056,-1.9709507989573258,6.250460563919546e-05,3.686477640345251
118,2.1630065596053134,0.7020000000000005,13.253375870613182,0.624752912148224,39.99662480320804,-1.9760218634740636,6.282655132507285e-05,3.6973184718569954
119,2.1851904704364555,0.7080000000000005,13.285725868087901,0.627954191924101,40.20150650267735,-1.981078091639956,6.314837874602673e-05,3.708167091815781
120,2.20743947298735,0.7140000000000005,13.317981429142716,0.6311542716067933,40.40631139871882,-1.9861195595531813,6.347008552443828e-05,3.719023428280289
121,2.229753613557032,0.7200000000000005,13.350143037604827,0.634353127943091,40.611038003120335,-1.99114634283537,6.379166932262937e-05,3.7298874097728336
122,2.252132938015669,0.7260000000000005,13.382211174270791,0.6375507380715039,40.815684852739835,-1.9961585166344653,6.411312784230184e-05,3.7407589652765614
123,2.2745774918073285,0.7320000000000005,13.414186316924864,0.6407470795167607,41.02025050915335,-2.0011561556275845,6.443445882398457e-05,3.751638024232636
124,2.297087319952724,0.7380000000000005,13.446068940357218,0.6439421301843826,41.224733558307626,-2.006139334023874,6.475566004648792e-05,3.7625245165374572
125,2.319662467051949,0.7440000000000005,13.477859516382194,0.6471358683553323,41.4291326101777,-2.011108125567354,6.50767293263658e-05,3.773418372539844
126,2.3423029772871877,0.7500000000000006,13.50955851385647,0.6503282726807347,41.633446298429014,-2.016062603539765,6.539766451738488e-05,3.7843195230382656
127,2.3650088944254173,0.7560000000000006,13.541166398697221,0.6535193221766714,41.83767328008431,-2.021002840763401,6.571846351000143e-05,3.7952278992780513
128,2.3877802618210855,0.7620000000000006,13.57268363390021,0.6567089962190457,42.04181223519487,-2.0259289096039406,6.603912423084485e-05,3.806143432948632
129,2.410617122418777,0.7680000000000006,13.60411067955784,0.6598972745385177,42.24586186651651,-2.0308408819732686,6.635964464220873e-05,3.817066056180766
130,2.433519518755862,0.7740000000000006,13.635447992877198,0.6630841372155102,42.44982089918988,-2.0357388293322938,6.668002274154871e-05,3.827995701543778
131,2.4564874929651244,0.7800000000000006,13.666696028197968,0.6662695646752815,42.65368808042513,-2.0406228226937517,6.700025656098706e-05,3.838932302042835
132,2.4795210867773814,0.7860000000000006,13.69785523701039,0.6694535376830676,42.857462179190975,-2.0454929326250078,6.732034416682439e-05,3.8498757911161783
133,2.5026203415240786,0.7920000000000006,13.728926067973095,0.6726360373392892,43.06114198590804,-2.050349229250848,6.764028365905784e-05,3.8608261026324118
134,2.525785298139873,0.7980000000000006,13.7599089669309,0.6758170450748265,43.264726312146344,-2.055191782256262,6.796007317090599e-05,3.871783170887781
135,2.5490159971652,0.8040000000000006,13.79080437693258,0.6789965426463584,43.46821399032709,-2.0600206608892164,6.827971086834032e-05,3.882746930603448
136,2.5723124787488207,0.8100000000000006,13.821612738248549,0.6821745121317644,43.671603873428325,-2.064835933963422,6.8599194949623e-05,3.893717316922802
137,2.5956747826503577,0.8160000000000006,13.852334488388493,0.685350935925592,43.8748948346949,-2.0696376698610863,6.891852364485113e-05,3.904694265408756
138,2.6191029482428103,0.8220000000000006,13.88297006211894,0.6885257967345855,44.07808576735229,-2.074425936535663,6.92376952155074e-05,3.9156777120410844
139,2.642597014515057,0.8280000000000006,13.913519891480778,0.6916990775732768,44.2811755843244,-2.0792008015145895,6.955670795401663e-05,3.926667593213722
140,2.666157020074339,0.8340000000000006,13.943984405806681,0.6948707617596361,44.484163217955214,-2.0839623319020095,6.98755601833087e-05,3.9376638457321227
141,2.6897830031487318,0.8400000000000006,13.974364031738508,0.6980408329107837,44.687047619734386,-2.0887105943814936,7.01942502563874e-05,3.9486664068106
142,2.7134750015895954,0.8460000000000006,14.004659193244626,0.7012092749387602,44.88982776002645,-2.093445655218744,7.051277655590513e-05,3.959675214069685
143,2.7372330528740134,0.8520000000000006,14.034870311637134,0.7043760720463556,45.092502627803995,-2.0981675802642923,7.083113749374374e-05,3.9706902055335034
144,2.7610571941072144,0.8580000000000007,14.064997805589048,0.7075412087229958,45.295071230384295,-2.10287643495618,7.114933151060085e-05,3.9817113196271503
145,2.7849474620249772,0.8640000000000007,14.095042091151427,0.7107046697406859,45.49753259316975,-2.107572284322638,7.146735707558214e-05,3.992738495174083
146,2.808903892996022,0.8700000000000007,14.12500358177039,0.7138664401500099,45.699885759391826,-2.1122551929847466,7.178521268579909e-05,4.00377167139352
147,2.832926523024383,0.8760000000000007,14.154882688304108,0.7170265052761848,45.90212978985856,-2.1169252251590893,7.210289686597243e-05,4.014810787897869
148,2.8570153877517703,0.8820000000000007,14.184679819039665,0.7201848507151701,46.10426376270552,-2.121582444660392,7.24204081680409e-05,4.025855784690142
149,2.8811705224599113,0.8880000000000007,14.214395379709913,0.7233414623298314,46.30628677315029,-2.1262269149041515,7.273774517077558e-05,4.036906602161396
150,2.90539196207288,0.8940000000000007,14.244029773510183,0.7264963262461557,46.5081979332503,-2.1308586989092553,7.305490647939958e-05,4.0479631810881855
151,2.929679741159409,0.9000000000000007,14.273583401114992,0.7296494288495206,46.70999637166396,-2.135477859300584,7.33718907252127e-05,4.05902546263002
152,2.9540338939351893,0.9060000000000007,14.303056660694603,0.7328007567810142,46.91168123341521,-2.1400844583116085,7.36886965652217e-05,4.070093388326841
153,2.9784544542651505,0.9120000000000007,14.332449947931561,0.7359502969338062,47.11325167966127,-2.1446785577869685,7.400532268177542e-05,4.081166900096511
154,3.0029414556657295,0.9180000000000007,14.361763656037128,0.7390980364495694,47.31470688746354,-2.1492602191850425,7.432176778220491e-05,4.0922459402323055
155,3.0274949313071233,0.9240000000000007,14.390998175767646,0.7422439627149507,47.51604604956184,-2.153829503580507,7.46380305984689e-05,4.103330451400432
156,3.052114914015526,0.9300000000000007,14.420153895440803,0.745388063358091,47.7172683741516,-2.158386471666879,7.495410988680362e-05,4.114420376637543
157,3.076801436275351,0.9360000000000007,14.449231200951859,0.7485303262451926,47.91837308466429,-2.162931183759048,7.52700044273781e-05,4.125515659348283
158,3.1015545302314407,0.9420000000000007,14.478230475789731,0.7516707394771363,48.11935941955073,-2.167463699795798,7.55857130239537e-05,4.136616243302827
159,3.1263742276912576,0.9480000000000007,14.50715210105309,0.7548092913861421,48.32022663206758,-2.1719840793423124,7.590123450354869e-05,4.14772207263444
160,3.1512605601270645,0.9540000000000007,14.535996455466245,0.7579459705324795,48.52097399006662,-2.1764923815926687,7.621656771610738e-05,4.15883309183708
161,3.176213558678087,0.9600000000000007,14.564763915395089,0.7610807657012216,48.72160077578718,-2.1809886653723223,7.65317115341739e-05,4.16994924576293
162,3.2012332541526645,0.9660000000000007,14.593454854862838,0.7642136658990443,48.92210628565112,-2.1854729891405706,7.68466648525703e-05,4.1810704796200575
163,3.226319677030385,0.9720000000000008,14.622069645565787,0.76734466035107,49.12248983006097,-2.1899454109930128,7.716142658807944e-05,4.192196738969975
164,3.2514728574642047,0.9780000000000008,14.650608656888906,0.7704737384977558,49.32275073320068,-2.19440598866399,7.747599567913192e-05,4.203327969725309
165,3.2766928252825567,0.9840000000000008,14.679072255921382,0.7736008899918242,49.52288833283924,-2.198854779529016,7.779037108549772e-05,4.214464118147406
166,3.301979609991441,0.9900000000000008,14.707460807472117,0.7767261046952356,49.72290198013689,-2.2032918406071937,7.810455178798172e-05,4.225605130843993
167,3.3273332407765053,0.9960000000000008,14.73577467408506,0.7798493726762057,49.92279103945421,-2.2077172285636157,7.841853678812386e-05,4.236750954766862
168,3.3527537465051065,1.0020000000000007,14.764014216054514,0.7829706842062595,50.12255488816371,-2.2121309997117597,7.873232510790315e-05,4.247901537209514
169,3.3782411557283636,1.0080000000000007,14.792179791440363,0.7860900297573317,50.32219291646403,-2.2165332100158612,7.904591578944588e-05,4.259056825804871
170,3.403795496683193,1.0140000000000007,14.820271756083148,0.7892073999989024,50.52170452719684,-2.2209239150932754,7.93593078947379e-05,4.270216768522986
171,3.429416797294331,1.0200000000000007,14.848290463619152,0.7923227857951762,50.72108913566616,-2.225303170216832,7.967250050534095e-05,4.281381313668734
172,3.4551050851763434,1.0260000000000007,14.876236265495319,0.7954361782022987,50.920346169460295,-2.229671030317169,7.998549272211281e-05,4.2925504098795715
173,3.480860387635621,1.0320000000000007,14.904109510984119,0.7985475684656111,51.119475068276074,-2.234027549985058,8.029828366493136e-05,4.303724006123264
174,3.5066827316723606,1.0380000000000007,14.931910547198349,0.8016569480169449,51.31847528374579,-2.2383727834737104,8.061087247242258e-05,4.314902051695637
175,3.5325721439825344,1.0440000000000007,14.959639719105798,0.8047643084719521,51.51734627926622,-2.242706784701079,8.092325830169211e-05,4.3260844962183675
176,3.5585286509598446,1.0500000000000007,14.987297369543882,0.8078696416274738,51.716087529830325,-2.247029607252136,8.123544032806084e-05,4.33727128963675
177,3.584552278697665,1.0560000000000007,15.014883839234141,0.8109729394589448,51.91469852186108,-2.251341304381148,8.154741774480383e-05,4.348462382217496
178,3.61064305299097,1.0620000000000007,15.042399466796693,0.8140741941178338,52.11317875304765,-2.2556419290139273,8.18591897628931e-05,4.3596577245465475
179,3.636800999338249,1.0680000000000007,15.069844588764564,0.8171733979291207,52.31152773218395,-2.2599315337500765,8.217075561074392e-05,4.370857267526906
180,3.6630261429434103,1.0740000000000007,15.097219539597962,0.8202705433888066,52.509744979009284,-2.2642101708652196,8.248211453396455e-05,4.382060962376452
181,3.689318508717669,1.0800000000000007,15.124524651698454,0.8233656231614596,52.70783002405133,-2.2684778923132147,8.27932657951096e-05,4.393268760625805
182,3.7156781212814236,1.0860000000000007,15.151760255423051,0.8264586300777963,52.90578240847123,-2.2727347497283565,8.310420867343667e-05,4.404480614116195
183,3.742105004966121,1.0920000000000007,15.17892667909822,0.8295495571322928,53.10360168391082,-2.2769807944275695,8.34149424646664e-05,4.415696474997322
184,3.7685991838161046,1.0980000000000008,15.206024249033794,0.8326383974808332,53.301287412342035,-2.281216077412577,8.372546648074593e-05,4.42691629572526
185,3.795160681590456,1.1040000000000008,15.233053289536791,0.835725144438388,53.49883916591838,-2.285440649372067,8.403578004961555e-05,4.438140029060348
186,3.8217895217648183,1.1100000000000008,15.260014122925192,0.838809791476725,53.69625652682848,-2.2896545606838403,8.434588251497866e-05,4.449367628065109
187,3.848485727533209,1.1160000000000008,15.286907069541574,0.8418923322221528,53.89353908715154,-2.293857861416945,8.465577323607483e-05,4.460599046102186
188,3.875249321809822,1.1220000000000008,15.313732447766705,0.8449727604532962,54.09068644871505,-2.298050601333796,8.496545158745609e-05,4.471834236832275
